uri,cid,text,created_at,author_handle,author_did,keyword,search_query,collection_method,session_name,collected_at,lang,author_display_name,author_description,author_followers_count,author_following_count,author_posts_count,author_verified,author_created_at,author_avatar,author_banner,author_profile_fetched_at,author_account_age_days,author_posts_per_day,author_follower_following_ratio,author_influence_score,word_count,char_count,hashtag_count,mention_count,url_count,hashtags,mentions,urls,has_images,has_external_link,has_media,emotion_score,is_reply,content_analyzed_at,indexed_at,reply_count,repost_count,like_count,detected_location,location_indicators,location_confidence,keyword_matches,keyword_categories,collection_timestamp,text_length,has_location_data,has_keyword_matches,is_recent
at://did:plc:fevp6nlmmlryfsj5opepw3ta/app.bsky.feed.post/3lystd72zzk2u,bafyreie7qo6b67ii32zetxsibevzpilvijg3ycgs6wheozca5ncny7jozy,"Not accepted. 

Leave. 

Resign and give your entire retirement package to the nearest NYC homeless shelter, which is not managed by a christofascist or pedophile hiding group. 

Go back to your cave.",2025-09-14T17:36:05.719Z,dontbothermeatall.bsky.social,did:plc:fevp6nlmmlryfsj5opepw3ta,nyc homeless,nyc homeless,search,socmed_search_300min,2025-09-29T05:14:53.816798+00:00,en,Not Jesus,,242,115,2728,False,2024-12-15T00:05:25.943Z,https://cdn.bsky.app/img/avatar/plain/did:plc:fevp6nlmmlryfsj5opepw3ta/bafkreie4mu7ifjknfmg4w2boqda476bjftyutebnem2drro4uj3sup63ui@jpeg,,2025-09-29T05:14:53.816606+00:00,288,9.472222222222221,2.1043478260869564,24.3,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-29T05:14:53.816780+00:00,2025-09-14T17:36:06.403Z,0,0,0,ca,"['ca', 'ny']",0.6,"['homeless', 'homeless shelter', 'homeless shelter', 'ca', 'ny']","['housing_types', 'locations', 'profile_locations', 'core_terms']",2025-09-29T05:14:56.350505+00:00,200,True,True,False
at://did:plc:5hnetuclhdur3t7466oyqzea/app.bsky.feed.post/3lyqy5woqts24,bafyreihtmuza3xqgqofqr6tcaoy7p5eabulj3gswsw67c7s2qxwugdqhhe,Maybe the NYC Homeless should partner with #aclu and SUE Brian Kilmeade,2025-09-13T23:57:18.387Z,bknubian.bsky.social,did:plc:5hnetuclhdur3t7466oyqzea,nyc homeless,nyc homeless,search,socmed_search_300min,2025-09-29T05:14:53.982993+00:00,en,Bknubian,Comedy writer tripping over the material Life is serving right now.,554,1096,439,False,2024-04-22T05:39:12.034Z,https://cdn.bsky.app/img/avatar/plain/did:plc:5hnetuclhdur3t7466oyqzea/bafkreibihynxov42hlqakgahutjgt5rz5y5q7uhg42u4so2zmvecdjdbk4@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:5hnetuclhdur3t7466oyqzea/bafkreie4afctbkkxav2hemhi7pxl3lilgniu7nc2xhzq7h7n3kvrjtcgee@jpeg,2025-09-29T05:14:53.982829+00:00,524,0.8377862595419847,0.5054744525547445,33.75,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-29T05:14:53.982978+00:00,2025-09-13T23:57:19.002Z,0,0,0,ny,['ny'],0.3,"['homeless', 'ny']","['profile_locations', 'core_terms']",2025-09-29T05:14:56.350567+00:00,71,True,True,False
at://did:plc:ck7aajho5ziqo6lrs64rm4oc/app.bsky.feed.post/3lypwflffen2z,bafyreib2cgnlctz5jgdw4luhjehksovcbvo4dq5bmo2gzvesyauyev55tm,"NYC Homeless Services officer claims boss raped her, threatened her with gun",2025-09-13T13:53:07.726Z,nypost.com,did:plc:ck7aajho5ziqo6lrs64rm4oc,nyc homeless,nyc homeless,search,socmed_search_300min,2025-09-29T05:14:54.938417+00:00,en,New York Post ,,2859,4,64747,False,2024-12-03T17:07:00.945Z,https://cdn.bsky.app/img/avatar/plain/did:plc:ck7aajho5ziqo6lrs64rm4oc/bafkreidiskj7ofw6y7wdvzqtkt4woyd35sgapyfxkl53nmd7okjbsfcdpm@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:ck7aajho5ziqo6lrs64rm4oc/bafkreih6mftrkzz3pezhgad2iha7xi5nojyhqwteqkb5n3ija6wclyfdvu@jpeg,2025-09-29T05:14:54.938276+00:00,299,216.54515050167225,714.75,34.78,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-29T05:14:54.938406+00:00,2025-09-13T13:53:08.407Z,0,0,0,la,"['la', 'ny']",0.6,"['homeless', 'homeless services', 'la', 'ny']","['profile_locations', 'services', 'core_terms']",2025-09-29T05:14:56.350610+00:00,76,True,True,False
