uri,cid,text,created_at,author_handle,author_did,keyword,search_query,collection_method,session_name,collected_at,lang,author_display_name,author_description,author_followers_count,author_following_count,author_posts_count,author_verified,author_created_at,author_avatar,author_banner,author_profile_fetched_at,author_account_age_days,author_posts_per_day,author_follower_following_ratio,author_influence_score,word_count,char_count,hashtag_count,mention_count,url_count,hashtags,mentions,urls,has_images,has_external_link,has_media,emotion_score,is_reply,content_analyzed_at,indexed_at,reply_count,repost_count,like_count,detected_location,location_indicators,location_confidence,keyword_matches,keyword_categories,collection_timestamp,text_length,has_location_data,has_keyword_matches,is_recent
at://did:plc:upx4k66e6erttim4nz47rtku/app.bsky.feed.post/3lzqpxzrdk22i,bafyreibcbqqy6gp2on4comvqxgfgthynr4uvwaxeaxff3rrna5flhh7jym,"The dumbing down of America. When looking at the billions and trillions going to the most worthless efforts that benefit no one but the rich, I will never listen to another person tell me we can’t afford healthcare, mental healthcare, Veteran/homeless support and education for all.",2025-09-26T14:56:01.984Z,larualou.bsky.social,did:plc:upx4k66e6erttim4nz47rtku,homeless support,homeless support,search,socmed_search_30min,2025-09-29T05:22:56.792304+00:00,en,,,92,13,171,False,2025-08-29T21:21:20.298Z,https://cdn.bsky.app/img/avatar/plain/did:plc:upx4k66e6erttim4nz47rtku/bafkreihnc4eef6i5j7mk2fmvtrfa5fb4rwruy7nmdi62ki2ugjq5qgauum@jpeg,,2025-09-29T05:22:56.791780+00:00,30,5.7,7.076923076923077,22.37,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-29T05:22:56.792280+00:00,2025-09-26T14:56:03.152Z,0,1,3,america,"['america', 'ca', 'america']",0.8,"['homeless', 'homeless support', 'america', 'ca', 'america']","['geographic', 'profile_locations', 'core_terms', 'services']",2025-09-29T05:23:30.068714+00:00,282,True,True,True
at://did:plc:lmvumbiwe3ad7zc3tf66ssev/app.bsky.feed.post/3lzlajgvqe22h,bafyreibuaurcluyizgfc5fzk3yp2mp63jgauki4hqtymkiasx6mmxzwgvy,"as someone who went from domiciliary care to refugee support to homeless support, it is just fucking horrifying let me tell you

and the amount of delusional Reform voters amongst both staff and client who live the reality every day yet claim conspiracies instead is terrifying",2025-09-24T10:36:07.624Z,lex.queersplaystuff.org,did:plc:lmvumbiwe3ad7zc3tf66ssev,homeless support,homeless support,search,socmed_search_30min,2025-09-29T05:22:58.397670+00:00,en,(a)lex,33 | Disabled dyke | Queers Play Stuff Convenor #ttrpg | Designer |  (🐦: @wintersfruit) | 🏳️‍🌈 ⚧️ (She / They),482,1209,4350,False,2023-06-21T10:07:57.700Z,https://cdn.bsky.app/img/avatar/plain/did:plc:lmvumbiwe3ad7zc3tf66ssev/bafkreichftmtxxhws6k7zysd4az4ci4xg2jojgzyja642ai7lwfewqhq2i@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:lmvumbiwe3ad7zc3tf66ssev/bafkreievzy4uc2bj2kchzykjakp4aepdbvw2aszxczd23yggxxxnigi5ta@jpeg,2025-09-29T05:22:58.397570+00:00,830,5.240963855421687,0.3986765922249793,27.39,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-29T05:22:58.397661+00:00,2025-09-24T12:05:30.554Z,1,0,9,la,"['ca', 'la', 'profile:la', 'profile:sf']",1.0,"['homeless', 'homeless support', 'ca', 'la']","['profile_locations', 'core_terms', 'services']",2025-09-29T05:23:30.068870+00:00,277,True,True,True
at://did:plc:vcowwj3qbvefq6bcekuz3shy/app.bsky.feed.post/3lzioc4i3722i,bafyreignpkku53qol7qvz727uqjrdl6fcaxdk57sjcyuq2hnsttixmh22i,I gotta contact a homeless support program this morning and I'm surprisingly nervous,2025-09-23T10:04:34.981Z,zayne-pupcake.bsky.social,did:plc:vcowwj3qbvefq6bcekuz3shy,homeless support,homeless support,search,socmed_search_30min,2025-09-29T05:22:59.285525+00:00,en,Living dead dog θ∆,"θ∆ 🐺 Queer as in fuck you Tranny fag dog 🏳️‍⚧️ ⚧ Agender Disabled (Cerebral Palsy, Autistic)♾ CSA survivor Sleepy little bitch Little/Middle Abdl Artist Singer Writer Mutt Puppygirl Diaper-brained Gore hound Ask me what I think about my diapers",396,432,3763,False,2023-10-15T08:49:55.560Z,https://cdn.bsky.app/img/avatar/plain/did:plc:vcowwj3qbvefq6bcekuz3shy/bafkreidgdv5pp7bakffxj354c7psypv2ynaocec6mucr2cb3xqa2rxbbpe@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:vcowwj3qbvefq6bcekuz3shy/bafkreieir2yp4suku66eurmfuhxyp5gmouwxq2gd3izujj7dnv6zbrabz4@jpeg,2025-09-29T05:22:59.285462+00:00,714,5.2703081232493,0.9166666666666666,26.51,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-29T05:22:59.285520+00:00,2025-09-23T10:04:35.606Z,2,0,5,ny,['profile:ny'],0.5,"['homeless', 'homeless support']","['core_terms', 'services']",2025-09-29T05:23:30.068954+00:00,84,True,True,True
at://did:plc:pdvjdejvjinix4lnt4sgzg7r/app.bsky.feed.post/3lzasqforkw2m,bafyreibye2ivzthz5qyn2lyohestdwt4etkgvkl3zms6soq3juj35krt7u,"📢 21HSC LIMITED is #hiring a Homeless Support Worker at 21HSC LIMITED!

📍 Musselburgh, Midlothian, GB


🔗 http://jbs.ink/0I7lDhX2cZCL

#jobalert #jobsearch",2025-09-20T07:02:50+00:00,jobboardsearch.com,did:plc:pdvjdejvjinix4lnt4sgzg7r,homeless support,homeless support,search,socmed_search_30min,2025-09-29T05:23:02.310285+00:00,en,JobBoardSearch 🔎,"Meta Directory of Job Boards https://JobBoardSearch.com

Helping 👇

- Job seekers to find jobs 🔎
- Job boards to promote 📈💰
- Recruiters to find the best candidates 🎯",669,5,278471,False,2024-11-14T14:31:16.830Z,https://cdn.bsky.app/img/avatar/plain/did:plc:pdvjdejvjinix4lnt4sgzg7r/bafkreihyczseyy6xvhcwu767yff3sst266xtjbcr6nmoxopj4wwbcgne24@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:pdvjdejvjinix4lnt4sgzg7r/bafkreibjffttvjvfajge5vx4h2hdtewkpzhns6wxdglergfaxxtyrt23ie@jpeg,2025-09-29T05:23:02.310169+00:00,318,875.6949685534591,133.8,28.27,20,156,3,0,1,"['#hiring', '#jobalert', '#jobsearch']",[],['http://jbs.ink/0I7lDhX2cZCL'],False,False,False,1,False,2025-09-29T05:23:02.310274+00:00,2025-09-20T07:02:52.300Z,0,0,0,ca,['profile:ca'],0.5,"['homeless', 'homeless support']","['core_terms', 'services']",2025-09-29T05:23:30.069033+00:00,156,True,True,False
at://did:plc:asnnafdarnvq6gwveshnpqdc/app.bsky.feed.post/3lz7meady5225,bafyreihogpprplgsmmnh5xt3q3kqcxajcp2mx4m4cekyo3lwxxbjb6mhzu,"BREAKING NEWS: Country rap star Jelly Roll has donated his entire $5 million in recent tour bonuses and sponsorship earnings to build a series of homeless support centers in Antioch, Tennessee, his hometown. The initiative will create 150 housing units and 300 shelter beds for those in need."".",2025-09-19T19:36:01.000Z,jjduling.bsky.social,did:plc:asnnafdarnvq6gwveshnpqdc,homeless support,homeless support,search,socmed_search_30min,2025-09-29T05:23:03.189474+00:00,en,,"FOR America, not for facial authoritarianism. Projection, hypocrisy and serial lying are not my gig.

Also, two exceptional professional daughters and major pet advocare.",362,201,2532,False,2024-11-14T00:17:29.872Z,https://cdn.bsky.app/img/avatar/plain/did:plc:asnnafdarnvq6gwveshnpqdc/bafkreihwmwgqtppb25yf2gtbo2zjhchteitauow3kpmjll5rhvec6gjk2a@jpeg,,2025-09-29T05:23:03.189433+00:00,319,7.93730407523511,1.800995024875622,26.31,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-29T05:23:03.189471+00:00,2025-09-19T19:36:04.506Z,0,0,1,america,"['profile:america', 'profile:ca', 'profile:america']",1.0,"['homeless', 'homeless support']","['core_terms', 'services']",2025-09-29T05:23:30.069120+00:00,294,True,True,False
at://did:plc:bbqpjq5t4tetarfbhhh62psu/app.bsky.feed.post/3lz75ihnoc22g,bafyreibv5npgwm4lse6vcbpje7lotc6c6gebkz6vuehtvcjqlmwksep3dq,"Jelly Roll has donated his entire $5M in recent tour bonuses and sponsorship earnings to build a series of homeless support centers in Antioch, Tennessee, his hometown. The initiative will create 150 housing units and 300 shelter beds for those in need. 

Now that is a true hero and a good man! 💙💙",2025-09-19T15:09:56.757Z,reneecablue.bsky.social,did:plc:bbqpjq5t4tetarfbhhh62psu,homeless support,homeless support,search,socmed_search_30min,2025-09-29T05:23:03.345759+00:00,en,ReneeB,"🔵🍷✈️🏖🧜🏽‍♀️🇺🇸 🐾 🌊☀️🦋
Sarcastic, Salty #FBR #BlueCrew #CorgiCrew #Ally #Resist #Cats, 
✌🏿✌🏾🌈Ally 🏳️‍🌈🇺🇦 
🚫DMs Closed 🛑 #WestCoast (@LivingGB on X)
Please read pinned post for more info about me. 🫶🏻❤️🇨🇦",12326,10178,672,False,2024-02-21T23:52:03.773Z,https://cdn.bsky.app/img/avatar/plain/did:plc:bbqpjq5t4tetarfbhhh62psu/bafkreibxonvu7dim24ojdnnkjigs2p5pvszmzmk327vu6xljdljh6jp4ci@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:bbqpjq5t4tetarfbhhh62psu/bafkreiacpnkpojmhyedkoei2k2zjde2qzww3fxdrs6hlt4f5cagcn4oy5q@jpeg,2025-09-29T05:23:03.345702+00:00,585,1.1487179487179486,1.2110434269994106,90.91,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-29T05:23:03.345755+00:00,2025-09-19T15:10:00.706Z,0,0,2,ca,['profile:ca'],0.5,"['homeless', 'homeless support']","['core_terms', 'services']",2025-09-29T05:23:30.069216+00:00,298,True,True,False
at://did:plc:grunxyrion4i2kffws56xahy/app.bsky.feed.post/3lz6mkvhmz22g,bafyreibdaohefr3ybr6p5lknlft5pcmilamw3dc65rw4lhvikyzcngou34,"#JellyRoll donated entire $5m in tour earnings to build homeless support centers in Antioch, Tennessee, his hometown. It’ll cover 150 housing units and 300 shelter beds for those in need.
“I’ve seen too many people back home fighting to survive cold nights without a roof over their heads”
#Respect",2025-09-19T10:07:04.734Z,bettomatto.bsky.social,did:plc:grunxyrion4i2kffws56xahy,homeless support,homeless support,search,socmed_search_30min,2025-09-29T05:23:04.206992+00:00,en,Betto,"Random Soapbox Insights From a Bipedal Humanist Meatbag
Against Injustice & Theocracy
👽 ♑️ 📖 🌞 🌒🌕🌘 🪴 🌎🎼✈️⚛️
Pro Diversity Equity Inclusivity
We The People Means Everyone
🔵 🇺🇸 

🦋 Real Skeeters only 
🚫 no porn
🚫 no crypto
🚫 no bots 
🚫 no DMs",783,1099,1481,False,2023-09-07T21:34:45.922Z,https://cdn.bsky.app/img/avatar/plain/did:plc:grunxyrion4i2kffws56xahy/bafkreiemezel65qb3uqvyw66gswsysjujb32rq3xtipraehxilfmfawwse@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:grunxyrion4i2kffws56xahy/bafkreidwfarsutawecmjjrle5rzu6swglff4bbkttlnppfgb5qhqswhrde@jpeg,2025-09-29T05:23:04.206870+00:00,752,1.9694148936170213,0.7124658780709736,31.59,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-29T05:23:04.206982+00:00,2025-09-19T10:07:07.703Z,1,0,1,ny,['ny'],0.3,"['homeless', 'homeless support', 'ny']","['profile_locations', 'core_terms', 'services']",2025-09-29T05:23:30.069310+00:00,298,True,True,False
at://did:plc:ijeix2ye2dnnzta47xp6h3ej/app.bsky.feed.post/3lz2lsxofkc2s,bafyreicsa6suvcvjlzsr4fwz3gc22gfvjvrnhkoqinl5pf3r73m27mumsa,Trump's HUD is trying to end funding for homeless support programs that don't share unrelated partisan views with the administration. A judge has pumped the brakes. #ncpol https://ncnewsline.com/2025/09/17/federal-court-thwarts-trump-administration-funding-attack-on-supportive-housing-for-now/,2025-09-17T19:43:02.764388053Z,pnca.bsky.social,did:plc:ijeix2ye2dnnzta47xp6h3ej,homeless support,homeless support,search,socmed_search_30min,2025-09-29T05:23:05.796291+00:00,en,Progress NC Action,"Progress NC Action was founded in 2011 to promote public policies that make NC a fairer, healthier, more equitable state.",777,68,297,False,2023-08-11T14:48:49.846Z,https://cdn.bsky.app/img/avatar/plain/did:plc:ijeix2ye2dnnzta47xp6h3ej/bafkreihj6x6co3wuzond3ccnkynsjs3min4smez6jhzw4655ilccfq4n2y@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:ijeix2ye2dnnzta47xp6h3ej/bafkreihvfz6eious2clmeo4fpbrj4c6p54svq72mhk32yjgqk3rj5avi5q@jpeg,2025-09-29T05:23:05.796244+00:00,779,0.38125802310654683,11.426470588235293,41.99,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-29T05:23:05.796288+00:00,2025-09-17T19:43:06.124Z,0,0,1,la,['la'],0.3,"['homeless', 'homeless support', 'la']","['profile_locations', 'core_terms', 'services']",2025-09-29T05:23:30.069388+00:00,294,True,True,False
at://did:plc:63gm2dalc7welt73fp23a3kh/app.bsky.feed.post/3lyskwuhwak2n,bafyreicqbpjusimjq4w4ocxsduo74g4htdvsgexjwlpzmm4gfem2nhhdui,"Some? Translation. 

“I’m shocked everyone didn’t embrace my simple solution to end homelessness. So, as long as some of the homeless support Trump we should spare their lives. So thanks for giving me the opportunity on air to clarify my position. Plus, our lawyers are tired of paying out millions.”",2025-09-14T15:06:02.019Z,kronn.bsky.social,did:plc:63gm2dalc7welt73fp23a3kh,homeless support,homeless support,search,socmed_search_30min,2025-09-29T05:23:11.420201+00:00,en,Kurt Ronn,"In recovery from working with 1000 startups. Tried to create jobs in Appalachia under duress from QAnon confederate crazies. Glad to be back in Midtown Atlanta. I build stuff, and realized late in life that I love cats, too. Not a fascist. STOP THE GOP",917,431,3835,False,2023-08-07T12:21:32.592Z,https://cdn.bsky.app/img/avatar/plain/did:plc:63gm2dalc7welt73fp23a3kh/bafkreibydpduye3n6ol2g3gftqtux5fp7rypdt2mgbijb4dxkye7yqzkg4@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:63gm2dalc7welt73fp23a3kh/bafkreigtmv3qijeihjhfql3urwzmaigwauaqa5w433idfl44jzneontwdu@jpeg,2025-09-29T05:23:11.420119+00:00,783,4.8978288633461045,2.1276102088167055,30.82,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-29T05:23:11.420195+00:00,2025-09-14T15:06:06.007Z,0,0,0,atlanta,"['la', 'profile:atlanta', 'profile:ca', 'profile:la', 'profile:atlanta']",1.0,"['homeless', 'homelessness', 'homeless support', 'la']","['profile_locations', 'core_terms', 'services']",2025-09-29T05:23:30.069480+00:00,300,True,True,False
at://did:plc:wayinh6t5lste5lph7wolkic/app.bsky.feed.post/3lyrwlkfi4c25,bafyreihn5fpshvt5slmwyhqnmzce5zije5c7dhdu7w6o6fbl7mqjh3z6i4,Veterans who aren’t homeless support this by electing & re-electing Republicans,2025-09-14T09:01:47.518Z,tchallaforever.bsky.social,did:plc:wayinh6t5lste5lph7wolkic,homeless support,homeless support,search,socmed_search_30min,2025-09-29T05:23:12.281620+00:00,en,Mandla Ntuthuko,"I stand for leadership rooted in wisdom, strength, and integrity. Afro-Futurism teaches us that the future is shaped through unity and honor. Now more than ever, we need leaders who champion justice, not division.",640,25,2964,False,2024-12-05T11:09:36.846Z,https://cdn.bsky.app/img/avatar/plain/did:plc:wayinh6t5lste5lph7wolkic/bafkreid2nojefa2q7e5iuidjnctlvk7bdcxmdtxjunvb3kjy72hstvjmzq@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:wayinh6t5lste5lph7wolkic/bafkreihlwep26lcdxyove2c2xr6hbcsas7reqne3gjv3kbsesvxlckfnda@jpeg,2025-09-29T05:23:12.281518+00:00,297,9.97979797979798,25.6,29.15,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-29T05:23:12.281612+00:00,2025-09-14T09:01:53.806Z,0,0,0,ca,['ca'],0.3,"['homeless', 'homeless support', 'ca']","['profile_locations', 'core_terms', 'services']",2025-09-29T05:23:30.069540+00:00,79,True,True,False
